Код станции,Название станции,Тип станции
442647,"Гражданский, ЮЖН ",
579604,"Гракали, ГРУ ",Грузовая станция
508914,"Граковка, ДОН ",Остановочный пункт
508900,"Граковка (оп) (эксп.), ДОН ",Погранпереход
430601,"Граково, ЮЖН ",Грузовая станция
348708,"Гранитный, ЮЗА ",Грузовая станция
227221,"Гранки (оп), МОС ",Остановочный пункт
590406,"Графская, ЮВО ",Грузовая станция
810334,"Грачевка, ЮУР ",Станция
587808,"Грачи, СКА ",Грузовая станция
428300,"Гребенка, ЮЖН ",Грузовая станция
428391,"Гребенка-Стык Южн. и Од., ЮЖН ",
445645,"Гребенниковка, ЮЖН ",Станция
376801,"Гребенов, ЛЬВ ",Грузовая станция
173623,"Гредякино, МОС ",
414806,"Грейгово, ОД ",Станция
457407,"Грековатая, ПРД ",Грузовая станция
612709,"Гремячая, ПРИ ",
644324,"Гремячий Ключ, КБШ ",Станция
330600,"Гречаны, ЮЗА ",Грузовая станция
398505,"Гречень, МОЛ ",Грузовая станция
398603,"Гречень (эксп.), МОЛ ",Грузовая станция
533738,"Греческий, СКА ",Станция
526005,"Гречишкино, СКА ",Грузовая станция
296012,"Грибаниха, СЕВ ",
598906,"Грибановка, ЮВО ",Грузовая станция
160731,"Грибачи, БЕЛ ",
52433,"Гриблянка, ОКТ ",Станция
324205,"Грибова Рудня, ЮЗА ",Грузовая станция
112403,"Грива, ЛАТ ",Грузовая станция
190807,"Гривно, МОС ",Грузовая станция
426023,"Григоровка, ЮЖН ",Станция
526400,"Григорополисская, СКА ",Грузовая станция
762569,"Григорьевская, СВЕ ",Станция
437210,"Гридасово, ЮВО ",
361100,"Гримайлов, ЛЬВ ",Станция
203176,"Гринево, МОС ",Остановочный пункт
393915,"Гринэуць, МОЛ ",Станция
134506,"Грицевец, БЕЛ ",Грузовая станция
226604,"Грицово, МОС ",Грузовая станция
931312,"Гришево, ВСИ ",Станция
989205,"Гродеково, ДВО ","Грузовая станция 
Является опорной"
989402,"Гродеково (эксп. ЗЧ), ДВО ","Погранпереход 
Грузовая станция 
Международный экспорт"
989309,"Гродеково (эксп. КЖД), ДВО ","Погранпереход 
Грузовая станция 
Международный экспорт"
989101,"Гродеково II, ДВО ",Грузовая станция
146306,"Гродзянка, БЕЛ ",Грузовая станция
135208,"Гродно, БЕЛ ",Грузовая станция
482108,"Гродовка, ДОН ",Грузовая станция
430423,"Гроза (рзд), ЮЖН ",
975908,"Буянки, ДВО ",Грузовая станция
991900,"Быков-Сахалинский, ДВО ",Грузовая станция
194808,"Быково, МОС ",Грузовая станция
770705,"Быньговский (обп), СВЕ ",Грузовая станция
944204,"Бырка, ЗАБ ",Грузовая станция
345517,"Быстра, ЮЗА ",
717402,"Быстровка, КРГ ",Грузовая станция
588001,"Быстрореченская, СКА ",Грузовая станция
266211,"Быструха, ГОР ",
268325,"Быстряги, ГОР ",Станция
156100,"Быхов, БЕЛ ",Грузовая станция
166210,"Бычиха, БЕЛ ",
399409,"Бэлцаць, МОЛ ","Погранпереход 
Грузовая станция 
Международный экспорт"
393205,"Бэлць-Ораш, МОЛ ",Грузовая станция
393309,"Бэлць-Слобозия, МОЛ ",Грузовая станция
249413,"Бюрганы, ГОР ",
128204,"Бяздонис, ЛИТ ",Грузовая станция
948154,"Бянкино, ЗАБ ",
448605,"Вакуленцы, ЮЖН ",
86209,"Валга, ЭСТ ",Грузовая станция
86302,"Валга (эксп.), ЭСТ ","Погранпереход 
Грузовая станция"
55200,"Валдай, ОКТ ",Грузовая станция
296912,"Валдеево, СЕВ ",Станция
578508,"Вале, ГРУ ",Грузовая станция
578207,"Вале (эксп.), ГРУ ","Погранпереход 
Грузовая станция 
Международный экспорт"
765637,"Валежная, СВЕ ",Станция
832831,"Валерино, ЗСИ ",
835401,"Валиханово, ЗСИ ",Грузовая станция
90204,"Валка (рзд), ЛАТ ",
111006,"Валмиера, ЛАТ ",Грузовая станция
438302,"Валуйки, ЮВО ","Грузовая станция 
Является опорной"
176208,"Валутино (бп), МОС ",Грузовая станция
122301,"Валькининкай, ЛИТ ",Грузовая станция
588209,"Вальково, СКА ",Грузовая станция
120607,"Вальчюнай, ЛИТ ",Грузовая станция
501309,"Вальяновский, ДОН ",Грузовая станция
47647,"Валя, ОКТ ",Станция
565300,"Ванадзор, АРМ ",Грузовая станция
95301,"Вангажи, ЛАТ ",Грузовая станция
964015,"Вандан, ДВО ",
293308,"Вандыш, СЕВ ",Грузовая станция
967600,"Ванино, ДВО ",Грузовая станция
967704,"Ванино (перев.), ДВО ","Перевалка на море 
Перевалка на паром 
Грузовая станция"
967808,"Ванино (эксп.), ДВО ","Перевалка на море и экспорт 
Грузовая станция 
Международный экс"
367126,"Ванчиковцы, ЛЬВ ",
375620,"Ваньковичи, ЛЬВ ",
408504,"Вапнярка, ОД ",Грузовая станция
307407,"Варакинский, СЕВ ",Грузовая станция
113815,"Варакляны, ЛАТ ",
454706,"Варваровка, ПРД ",Грузовая станция
429322,"Варваровский, ЮЖН ",
826900,"Варгаши, ЮУР ",Грузовая станция
569104,"Варденис, АРМ ",Грузовая станция
312662,"Варегово, СЕВ ",Станция
121608,"Варена, ЛИТ ",Грузовая станция
522606,"Варениковская, СКА ",Грузовая станция
525727,"Варилка, СКА ",Станция
106506,"Варлаукис, ЛИТ ",Станция
976402,"Варфоломеевка, ДВО ",Грузовая станция
829218,"Варюшкино, ЮУР ",
261415,"Варя, ГОР ",Станция
154406,"Василевичи, БЕЛ ",Грузовая станция
175313,"Василисино, МОС ",
251108,"Васильево, ГОР ",Грузовая станция
515388,"Васильево-Петровская, СКА ",Станция
587403,"Васильевский, СКА ",Грузовая станция
61803,"Васильевский Мох, ОКТ ",Грузовая станция
321207,"Васильков I, ЮЗА ",Грузовая станция
321300,"Васильков II, ЮЗА ",Грузовая станция
686933,"Васильковка (рзд), КЗХ ",Разъезд
367802,"Васкауцы, ЛЬВ ",Грузовая станция
37560,"Васкелово, ОКТ ",
975715,"Вассиановка, ДВО ",Станция
290162,"Васьково (рзд), СЕВ ",Разъезд
525708,"Васюринская, СКА ",Грузовая станция
552103,"Ватаги, АЗЕ ",Грузовая станция
647623,"Ватан, КБШ ",
312689,"Ваулово, СЕВ ",Станция
796635,"Вах, СВЕ ",Разъезд
745008,"Вахдат, ТАД ",Грузовая станция
376917,"Верхнесиневидное, ЛЬВ ",Станция
771002,"Верхнетагильская, СВЕ ",Грузовая станция
21204,"Верхнечеркасово, ОКТ ",Грузовая станция
376322,"Верхнии Гаи, ЛЬВ ",
618207,"Верхний Баскунчак, ПРИ ",Грузовая станция
477608,"Верхний Токмак I, ПРД ",Грузовая станция
477423,"Верхний Токмак II, ПРД ",Станция
802107,"Верхний Уфалей, ЮУР ",Грузовая станция
773309,"Верхняя, СВЕ ",Грузовая станция
771801,"Верхняя Салда, СВЕ ",Грузовая станция
297582,"Верхняя Синега, СЕВ ",Грузовая станция
645806,"Верхняя Терраса, КБШ ",Грузовая станция
645702,"Верхняя Терраса (эксп.), КБШ ",
456404,"Верховцево, ПРД ",Грузовая станция
217709,"Верховье, МОС ",Грузовая станция
774000,"Верхотурье, СВЕ ",Грузовая станция
149022,"Верхутино, БЕЛ ",
842814,"Вершинино, ЗСИ ",Станция
348068,"Вершница, ЮЗА ",
246311,"Веселей (рзд), ГОР ",Разъезд
412800,"Веселиново, ОД ",Грузовая станция
100730,"Веселовка, КЛГ ",
532701,"Веселое, СКА ",Грузовая станция
532608,"Веселое (эксп.), СКА ","Погранпереход 
Грузовая станция"
777776,"Весёлый (рзд), СВЕ ",
519213,"Весёлый (рзд), СКА ",Разъезд
406301,"Веселый Кут, ОД ",Грузовая станция
427505,"Веселый Подол, ЮЖН ",Грузовая станция
117801,"Весета, ЛАТ ",Грузовая станция
284826,"Весляна, СЕВ ",Станция
705602,"Весна, КЗХ ",Грузовая станция
51604,"Весьегонск, ОКТ ",Грузовая станция
812011,"Ветелки, ЮУР ",
285706,"Ветласян, СЕВ ",Грузовая станция
266207,"Ветлужская, ГОР ",Грузовая станция
96164,"Вецаки, ЛАТ ",Станция
92203,"Вецумниеки, ЛАТ ",Грузовая станция
457801,"Вечерний Кут, ПРД ",Грузовая станция
643502,"Вешкайма, КБШ ",Грузовая станция
70087,"Вешки, ОКТ ",Станция
21100,"Вещево, ОКТ ",Грузовая станция
992509,"Взморье, ДВО ",Грузовая станция
113425,"Виганти, ЛАТ ",
139302,"Видибор, БЕЛ ",Грузовая станция
925400,"Видим, ВСИ ",Грузовая станция
389229,"Видинов, ЛЬВ ",
24607,"Видлица, ОКТ ",Грузовая станция
106402,"Видукле, ЛИТ ",Грузовая станция
766822,"Вижай, СВЕ ",Станция
389708,"Вижница, ЛЬВ ",Грузовая станция
333609,"Виктория, ЮЗА ",Грузовая станция
51816,"Викторово, ОКТ ",
10843,"Викшезеро, ОКТ ",
281103,"Виледь, СЕВ ",Грузовая станция
163602,"Вилейка, БЕЛ ",Грузовая станция
228602,"Виленки, МОС ",Грузовая станция
124203,"Вилкавишкис, ЛИТ ",Грузовая станция
25436,"Виллагора, ОКТ ",Станция
384302,"Вилок, ЛЬВ ",Грузовая станция
429604,"Вилы, ЮЖН ",Грузовая станция
108605,"Вилькичяй, ЛИТ ",Грузовая станция
120005,"Вильнюс, ЛИТ ",Грузовая станция
347005,"Вильча, ЮЗА ",Грузовая станция
88905,"Вильянди, ЭСТ ",Грузовая станция
113800,"Виляны, ЛАТ ",Грузовая станция
968001,"Виневитино, ДВО ",Грузовая станция
790605,"Винзили, СВЕ ",Грузовая станция
335801,"Винница, ЮЗА ",Грузовая станция
335816,"Винница-Грузовая, ЮЗА ",
536204,"Виноградная, СКА ",Грузовая станция
195209,"Виноградово, МОС ",Грузовая станция
384403,"Виноградово-Закарпатское, ЛЬВ ",Грузовая станция
62115,"Виноколы, ОКТ ",Остановочный пункт
327504,"Виревка, ЮЗА ",Грузовая станция
12718,"Вирма (рзд), ОКТ ",
444905,"Виры, ЮЖН ",Грузовая станция
286802,"Вис, СЕВ ",Грузовая станция
423608,"Виска, ОД ",Грузовая станция
391214,"Вистерничень, МОЛ ",Станция
468007,"Висунь, ПРД ",Станция
156401,"Буйничи, БЕЛ ",Грузовая станция
676024,"Буйрек (РЗД), КЗХ ",Разъезд
949301,"Букачача, ЗАБ ",Грузовая станция
388004,"Букачевцы, ЛЬВ ",
443635,"Букино, ЮЖН ",Станция
391604,"Буковец, МОЛ ",Грузовая станция
500406,"Булавин, ДОН ",Грузовая станция
825202,"Булаево I, ЮУР ",Грузовая станция
943714,"Булак, ЗАБ ",
784905,"Буланаш, СВЕ ",Грузовая станция
842636,"Буланиха, ЗСИ ",Станция
390705,"Булбоака, МОЛ ",Грузовая станция
727508,"Булунгур, УЗБ ",Грузовая станция
631004,"Булычево, КБШ ",Грузовая станция
147309,"Бумажково, БЕЛ ",Грузовая станция
273130,"Бумажный, ГОР ",
391820,"Бумбота (о.п.), МОЛ ",
273520,"Бумкомбинат, ГОР ",Станция
504400,"Бункерная, ДОН ",Грузовая станция
498835,"Бунчужный (пп), ДОН ",
817403,"Буранная, ЮУР ",Грузовая станция
609509,"Бурасы, ПРИ ",Грузовая станция
293365,"Бурачиха, СЕВ ",Грузовая станция
168606,"Бурбин, БЕЛ ",Грузовая станция
41509,"Бурга, ОКТ ",Грузовая станция
752904,Бургун ,Грузовая станция
739810,"Бургутли, УЗБ ",
367611,"Бурдюг (рзд), ЛЬВ ",
747200,"Бурёбоф, ТАД ",
747107,"Бурёбоф (эксп.), ТАД ",
917014,"Буреинск, ДВО ",Станция
267303,"Буреполом, ГОР ",Грузовая станция
956305,"Бурея, ЗАБ ",Грузовая станция
112704,"Бурзава, ЛАТ ",Грузовая станция
952215,"Буринда, ЗАБ ",
620832,"Буркин, ПРИ ",
675002,"Буркитты, КЗХ ",Грузовая станция
837407,"Бурла, ЗСИ ",Грузовая станция
972416,"Бурлит-Волочаевский, ДВО ",Станция
433205,"Бурлук, ЮЖН ",Грузовая станция
315403,"Бурмакино, СЕВ ",Грузовая станция
261538,"Бурнаковская Пристань, ГОР ",Станция
260501,"Бурнаковская Пристань (перев.), ГОР ",Перевалка на реку
624320,"Буровка, ПРИ ",Станция
709143,"Бурсак, КЗХ ",
525106,"Бурсак, СКА ",Грузовая станция
425355,"Бурты, ЮЖН ",Станция
705265,"Бурубайтал, КЗХ ",Станция
707006,"Бурул, КЗХ ",Грузовая станция
703908,"Бурундай, КЗХ ",Грузовая станция
249502,"Бурундуки, ГОР ",Грузовая станция
461737,"Бурчацк, ПРД ",Станция
388103,"Бурштын, ЛЬВ ",Грузовая станция
943343,"Бурятская, ЗАБ ",Станция
803504,"Бускуль, ЮУР ",Грузовая станция
28504,"Бусловская, ОКТ ",Станция
21401,"Бусловская (эксп.), ОКТ ","Погранпереход 
Международный экспорт"
191208,"Бутово (оп), МОС ",Грузовая станция
583101,"Бутурлиновка, ЮВО ",Грузовая станция
243506,"Бутылицы, ГОР ",Грузовая станция
829222,"Бутырское, ЮУР ",
730002,"Бухара I, УЗБ ",
730106,"Бухара II, УЗБ ",Грузовая станция
197628,"Бухолово, МОС ",
658100,"Бухта, КБШ ",Грузовая станция
658007,"Бухта (перев.), КБШ ","Перевалка на реку 
Грузовая станция"
658609,"Бухта (эксп.), КБШ ","Перевалка на реку и экспорт 
Грузовая станция 
Международный экс"
714207,"Бухтарма, КЗХ ","Погранпереход 
Грузовая станция"
714404,"Бухтарма (перев.), КЗХ ","Перевалка на реку 
Грузовая станция"
322106,"Буча, ЮЗА ",Грузовая станция
364400,"Бучач, ЛЬВ ",Грузовая станция
392700,"Бучумень, МОЛ ",Грузовая станция
52804,"Бушевец, ОКТ ",Грузовая станция
344113,"Бушево, ЮЗА ",
385406,"Буштино, ЛЬВ ",Грузовая станция
303444,"Бушуиха, СЕВ ",Станция
949138,"Бушулей, ЗАБ ",Станция
996603,"Буюклы, ДВО ",Грузовая станция
405900,"Буялык, ОД ",Станция
321705,"Буян, ЮЗА ",Грузовая станция
130505,"Брест-Северный (эксп.), БЕЛ ","Погранпереход 
Грузовая станция 
Международный экспорт"
130007,"Брест-Центральный, БЕЛ ",Грузовая станция
130609,"Брест-Центральный (эксп.), БЕЛ ","Погранпереход 
Грузовая станция 
Международный экспорт"
130837,"Брест-Южный, БЕЛ ",Станция
91885,"Бриежи, ЛАТ ",
228012,"Брикетная, МОС ",
418900,"Брилевка, ОД ",Грузовая станция
323306,"Бровары, ЮЗА ",Грузовая станция
342909,"Бровки, ЮЗА ",Грузовая станция
304413,"Бродни, СЕВ ",
350905,"Броды, ЛЬВ ",Грузовая станция
351700,"Броды (эксп.), ЛЬВ ","Грузовая станция 
Международный экспорт"
147506,"Брожа, БЕЛ ",Грузовая станция
35323,"Броневая, ОКТ ",Станция
75308,"Бронка, ОКТ ",Грузовая станция
75702,"Бронка (эксп.), ОКТ ",
134008,"Бронная гора, БЕЛ ",Грузовая станция
195001,"Бронницы, МОС ",Грузовая станция
384621,"Бронька (узк.), ЛЬВ ",Станция
93202,"Броцены, ЛАТ ",Грузовая станция
575209,"Броцеула, ГРУ ",
135104,"Брузги, БЕЛ ",Станция
134807,"Брузги (эксп.), БЕЛ ","Погранпереход 
Грузовая станция 
Международный экспорт"
295445,"Брусеница, СЕВ ",Станция
490320,"Брусин, ДОН ",
918206,"Брусит (рзд), ДВО ",Грузовая станция
27018,"Брусничная, ОКТ ",Станция
52109,"Брусово, ОКТ ",Грузовая станция
66328,"Брыканово, ОКТ ",
394000,"Брэтушень, МОЛ ",Грузовая станция
327913,"Брюловецкий, ЮЗА ",Станция
516107,"Брюховецкая, СКА ",Грузовая станция
372105,"Брюховичи, ЛЬВ ",Грузовая станция
646103,"Бряндино, КБШ ",Грузовая станция
200207,"Брянск-Восточный, МОС ",Грузовая станция
200002,"Брянск-Льговский, МОС ","Грузовая станция 
Является опорной"
200106,"Брянск-Орловский, МОС ",Грузовая станция
200159,"Брянск-Северный, МОС ",
70215,"Брянчаниново, ОКТ ",Станция
249409,"Буа, ГОР ",Грузовая станция
786900,"Бубчиково, СВЕ ",Грузовая станция
740502,"Бувайда, УЗБ ",
334071,"Буг, ЮЗА ",
403619,"Бугаз, ОД ",Станция
890907,"Бугач, КРА ",Грузовая станция
876628,"Бугдайлы, ТУР ",
853749,"Буготак, ЗСИ ",Станция
43133,"Бугры, ОКТ ",Станция
288846,"Бугры-Полярные, СЕВ ",
256135,"Бугрыш, ГОР ",Станция
648607,"Бугульма, КБШ ",Грузовая станция
706501,"Бугунь, КЗХ ",Грузовая станция
659404,"Бугуруслан, КБШ ",Грузовая станция
126302,"Бугяняй, ЛИТ ","Погранпереход 
Грузовая станция"
126209,"Бугяняй (эксп.), ЛИТ ","Погранпереход 
Грузовая станция"
155201,"Буда-Кошелевская, БЕЛ ",Грузовая станция
921700,"Будагово, ВСИ ",Грузовая станция
613203,"Бударино, ПРИ ",Грузовая станция
537007,"Буденновск, СКА ",Грузовая станция
330051,"Будки, ЮЗА ",
45001,"Будогощь, ОКТ ",Грузовая станция
163802,"Будслав, БЕЛ ",Грузовая станция
962429,"Будукан, ДВО ",Станция
139618,"Буды, БЕЛ ",
449701,"Буды, ЮЖН ",Грузовая станция
236702,"Бужаниново, МОС ",Грузовая станция
617312,"Бузан-Пристань, ПРИ ",Грузовая станция
617401,"Бузанский, ПРИ ",Станция
617204,"Бузанский (эксп.), ПРИ ",
739834,"Бузаубай, УЗБ ",
728820,"Бузахор, УЗБ ",
651309,"Буздяк, КБШ ",Грузовая станция
525017,"Бузинка (рзд), СКА ",
452507,"Бузовка, ПРД ",Грузовая станция
953421,"Бузули, ЗАБ ",Станция
810809,"Бузулук, ЮУР ",Грузовая станция
247901,"Буинск, ГОР ",Грузовая станция
304606,"Буй, СЕВ ",Грузовая станция
333721,"Буйволовецкий, ЮЗА ",
543104,"Буйнакск, СКА ",Грузовая станция
160002,"Витебск, БЕЛ ",Грузовая станция
203405,"Витемля, МОС ",Остановочный пункт
203706,"Витемля (оп) (эксп.), МОС ",Погранпереход
166009,"Витьба, БЕЛ ",Грузовая станция
924408,"Вихоревка, ВСИ ",Грузовая станция
11400,"Вичка, ОКТ ",Грузовая станция
316603,"Вичуга, СЕВ ",Грузовая станция
113431,"Вишки, ЛАТ ",Грузовая станция
453800,"Вишневецкое, ПРД ",Станция
321404,"Вишневое, ЮЗА ",Грузовая станция
614013,"Вишневый, ПРИ ",
980003,"Владивосток, ДВО ",
980107,"Владивосток (перев.), ДВО ","Перевалка на море 
Грузовая станция"
980200,"Владивосток (эксп.), ДВО ","Перевалка на море и экспорт 
Грузовая станция 
Международный экс"
538708,"Владикавказ, СКА ",Грузовая станция
538801,"Владикавказ (эксп.), СКА ","Грузовая станция 
Международный экспорт"
262704,"Владимир, ГОР ",
353208,"Владимир-Волынский, ЛЬВ ",Грузовая станция
102401,"Владимиров, КЛГ ",Грузовая станция
422696,"Владимировка, ОД ",Станция
616131,"Владимировка, ПРИ ",
653713,"Владимировская, КБШ ",Станция
616305,"Владимировская Пристань, ПРИ ",Грузовая станция
32336,"Владимирская, ОКТ ",Станция
71400,"Владимирский Лагерь, ОКТ ",Грузовая станция
173303,"Владимирский Тупик, МОС ",Грузовая станция
868301,"Владиславовка, КРЫМ ",
198917,"Владыкино-Московское, МОС ",Грузовая станция
846336,"Власиха, ЗСИ ",Станция
441803,"Власовка, ЮЖН ",Грузовая станция
512912,"Власовские Копи, СКА ",Станция
620851,"Власовский, ПРИ ",
67231,"Власье, ОКТ ",Станция
132407,"Влодава, БЕЛ ",Грузовая станция
180608,"Внуково, МОС ",Грузовая станция
180716,"Внуково-Терминал, МОС ",
383631,"Вовчий, ЛЬВ ",Станция
764403,"Вогулка, СВЕ ",Грузовая станция
640624,"Воденяпинский, КБШ ",
637803,"Водинская, КБШ ",Грузовая станция
860210,"Водный (рзд), ЗСИ ",Разъезд
44850,"Водогон, ОКТ ",Станция
876100,"Водоканальная, ЗСИ ",Грузовая станция
442007,"Водолага, ЮЖН ",Грузовая станция
827405,"Водолазово, ЮУР ",Грузовая станция
983904,"Водопадное, ДВО ",Грузовая станция
533239,"Водопадный (рзд.), СКА ",
531431,"Водораздел, СКА ",
642530,"Водорацкий, КБШ ",
449203,"Водяная, ЮЖН ",Грузовая станция
641701,"Воеводское, КБШ ",Грузовая станция
932705,"Военный Городок, ВСИ ",Грузовая станция
301400,"Вожега, СЕВ ",Грузовая станция
255607,"Вожой, ГОР ",Грузовая станция
283005,"Вожская, СЕВ ",Грузовая станция
988700,"Воздвиженский, ДВО ",Грузовая станция
955209,"Возжаевка, ЗАБ ",Грузовая станция
413004,"Вознесенск, ОД ",Грузовая станция
614831,"Вознесенский, ПРИ ",
21609,"Возрождение, ОКТ ",Грузовая станция
624509,"Возрождение, ПРИ ",Грузовая станция
217200,"Возы, МОС ",Грузовая станция
869408,"Воинка, КРЫМ ",Грузовая станция
48207,"Войбокало, ОКТ ",Грузовая станция
487525,"Войково, ДОН ",
232323,"Воймежный (оп), МОС ",Грузовая станция
186021,"Воймирово, МОС ",Станция
790408,"Войновка, СВЕ ",Грузовая станция
790304,"Войновка (перев.), СВЕ ","Перевалка на реку 
Грузовая станция"
230027,"Войново, МОС ",
74305,"Войсковицы, ОКТ ",Грузовая станция
330206,"Войтовцы, ЮЗА ",Грузовая станция
30237,"Войтоловка, ОКТ ",
311807,"Волга, СЕВ ",Грузовая станция
610008,"Волгоград I, ПРИ ",Грузовая станция
611405,"Волгоград II, ПРИ ",Грузовая станция
611104,"Волгоград-Порт, ПРИ ","Перевалка на реку 
Грузовая станция"
611208,"Волгоград-Порт (эксп.), ПРИ ","Перевалка на реку и экспорт 
Грузовая станция 
Международный экс"
519707,"Волгодонская, СКА ",Грузовая станция
519800,"Волгодонская (перев.), СКА ","Перевалка на реку 
Грузовая станция"
982901,"Большой Камень (эксп.), ДВО ","Перевалка на море и экспорт 
Грузовая станция 
Международный экс"
933002,"Большой Луг, ВСИ ",Грузовая станция
952107,"Большой Невер, ЗАБ ",Грузовая станция
913865,"Большой Нимныр (рзд), ЖДЯ ",
477307,"Большой Токмак, ПРД ",Грузовая станция
326412,"Бондаревка, ЮЗА ",
159043,"Бони, БЕЛ ",
664506,"Бопай, КЗХ ",Грузовая станция
590637,"Бор, ЮВО ",Станция
705903,"Боранды, КЗХ ",Грузовая станция
384206,"Боржава, ЛЬВ ",Грузовая станция
689804,"Боржакты, КЗХ ",
500109,"Боржиковка, ДОН ",Грузовая станция
577609,"Боржоми, ГРУ ",Грузовая станция
577596,"Боржоми (эксп.), ГРУ ",
944702,"Борзя, ЗАБ ",Грузовая станция
376407,"Борислав, ЛЬВ ",Грузовая станция
141406,"Борисов, БЕЛ ",Грузовая станция
36303,"Борисова Грива, ОКТ ",Грузовая станция
505704,"Борисовка, ДОН ",
599006,"Борисоглебск, ЮВО ",Грузовая станция
322604,"Борисполь, ЮЗА ",Грузовая станция
672413,"Боритескен (рзд), КЗХ ",
443457,"Борки, ЮЖН ",
360907,"Борки-Великие, ЛЬВ ",Грузовая станция
161908,"Борковичи, БЕЛ ",Грузовая станция
861105,"Бормотово, ЗСИ ",Грузовая станция
28307,"Боровая, ОКТ ",Грузовая станция
41104,"Боровенка, ОКТ ",Грузовая станция
22508,"Боровинка, ОКТ ",Грузовая станция
840679,"Боровиха, ЗСИ ",
53506,"Боровичи, ОКТ ",Грузовая станция
165103,"Боровое, БЕЛ ",Грузовая станция
137129,"Боровцы, БЕЛ ",
175807,"Бородино, МОС ",Грузовая станция
22300,"Бородинское, ОКТ ",Грузовая станция
762253,"Бородулино, СВЕ ",Станция
321809,"Бородянка, ЮЗА ",Грузовая станция
672521,"Боройнак, КЗХ ",
445804,"Боромля, ЮЖН ",Грузовая станция
749403,"Боругчи, ТУР ",
322445,"Борщаговка, ЮЗА ",Станция
322459,"Борщаговка-Техническая, ЮЗА ",
364109,"Борщев, ЛЬВ ",Грузовая станция
407802,"Борщи, ОД ",Грузовая станция
379301,"Борщовичи, ЛЬВ ",Станция
379000,"Борыничи, ЛЬВ ",Грузовая станция
677224,"Босага, КЗХ ",
737035,"Бостан, УЗБ ",Станция
938608,"Бостон, ТАД ",
674705,"Ботакара, КЗХ ",
52823,"Бочановка, ОКТ ",Станция
598713,"Бочарниково, ЮВО ",
862606,"Бочаты, ЗСИ ",Грузовая станция
586415,"Боченково, СКА ",
893322,"Бошняково, КРА ",Станция
367003,"Бояны, ЛЬВ ",Грузовая станция
321230,"Боярка, ЮЗА ",Станция
13710,"Боярская, ОКТ ",Станция
934659,"Боярский, ВСИ ",
428334,"Боярский (рзд), ЮЖН ",
455308,"Брагиновка, ПРД ",Грузовая станция
505422,"Бразоль, ДОН ",Станция
335500,"Браилов, ЮЗА ",Грузовая станция
868250,"Бранное Поле, КРЫМ ",
307002,"Брантовка, СЕВ ",Грузовая станция
90416,"Браса (оп), ЛАТ ",Остановочный пункт
204605,"Брасово, МОС ",Грузовая станция
448111,"Братешки, ЮЖН ",
508435,"Братки (оп), ДОН ",
387100,"Братковцы, ЛЬВ ",Станция
417005,"Братолюбовка, ОД ",Грузовая станция
924605,"Братск, ВСИ ",Грузовая станция
198705,"Братцево, МОС ",Грузовая станция
253654,"Братья Комаровы, ГОР ",
502405,"Брауновка, ДОН ",Грузовая станция
816006,"Бреды, ЮУР ",Грузовая станция
130204,"Брест-Восточный, БЕЛ ",Грузовая станция
130308,"Брест-Полесский, БЕЛ ",Грузовая станция
130100,"Брест-Северный, БЕЛ ",Грузовая станция
790709,"Богандинская, СВЕ ",Грузовая станция
229509,"Богатищево, МОС ",Грузовая станция
810404,"Богатое, ЮУР ",Грузовая станция
421602,"Богачево, ОД ",Грузовая станция
873808,"Богашево, ЗСИ ",Грузовая станция
162506,"Богданов, БЕЛ ",Грузовая станция
162440,"Богданов-Стык, БЕЛ ",
793209,"Богданович, СВЕ ",Грузовая станция
330808,"Богдановцы, ЮЗА ",Грузовая станция
618122,"Богдо, ПРИ ",
869431,"Богемка, КРЫМ ",
446506,"Богодухов, ЮЖН ",Грузовая станция
262723,"Боголюбово, ГОР ",Грузовая станция
530602,"Богословская, СКА ",Грузовая станция
880801,"Боготол, КРА ",Грузовая станция
603803,"Богоявленск, ЮВО ",Грузовая станция
587511,"Богураево, СКА ",Станция
344509,"Богуслав, ЮЗА ",Грузовая станция
455100,"Богуславский, ПРД ",Грузовая станция
960809,"Богучан, ДВО ",Грузовая станция
167001,"Богушевская, БЕЛ ",Грузовая станция
426818,"Бодаква (рзд), ЮЖН ",
597602,"Бодеево, ЮВО ",Грузовая станция
812310,"Боевая Гора, ЮУР ",
458607,"Божедаровка, ПРД ",Грузовая станция
448802,"Божков, ЮЖН ",Грузовая станция
589004,"Божковская, СКА ",Грузовая станция
721408,"Бозсу, УЗБ ",Грузовая станция
694408,"Бозшаколь, КЗХ ",
757202,"Бойныузын, ТУР ",Грузовая станция
199712,"Бойня, МОС ",Грузовая станция
729202,"Бойсун, УЗБ ",
726806,"Бойтог, УЗБ ",Грузовая станция
972134,"Бойцово, ДВО ",
782007,"Бойцы, СВЕ ",Грузовая станция
601507,"Бокино, ЮВО ",Грузовая станция
765001,"Боковая, СВЕ ",Грузовая станция
775709,"Бокситы, СВЕ ",Грузовая станция
700717,"Боктер, КЗХ ",
135250,"Бокуны, БЕЛ ",
664600,"Болашак, КЗХ ",Грузовая станция
664703,"Болашак (эксп.), КЗХ ","Погранпереход 
Грузовая станция"
402404,"Болград, ОД ",Грузовая станция
408608,"Болград (эксп. на Гречены), ОД ","Погранпереход 
Грузовая станция 
Международный экспорт"
403604,"Болград (эксп. на рзд 208 км), ОД ","Погранпереход 
Грузовая станция 
Международный экспорт"
